ano,turno,id_municipio,sigla_partido,id_candidato_bd,resultado,QTD_CANDIDATOS_MUN,FL_SITUACAO,FL_OPOSICAO,PORC_VOTOS,QTD_CANDIDATOS_MUN_1,SOMA_OPOSICAO,SOMA_SITUACAO
2020,1,2604304,MDB,442920,eleito,2,1,0,0.5188301835,2,1,1
2020,1,2604304,PSB,1785794,nao eleito,2,0,1,0.4811698165,2,1,1
2020,1,2908705,MDB,811879,eleito,2,1,0,0.5592494763,2,1,1
2020,1,2908705,PSB,1739773,nao eleito,2,0,1,0.4407505237,2,1,1
2020,1,3136306,PDT,761005,eleito,2,0,1,0.7550944519,2,1,1
2020,1,3136306,PSD,568398,nao eleito,2,1,0,0.2449055481,2,1,1
2020,1,3166006,PL,1692482,eleito,2,1,0,0.5405290102,2,1,1
2020,1,3166006,PSB,313146,nao eleito,2,0,1,0.4594709898,2,1,1
2020,1,4127205,PDT,20025,nao eleito,2,0,1,0.3874936964,2,1,1
2020,1,4127205,PSD,429213,eleito,2,1,0,0.6125063036,2,1,1
2020,1,4312351,PT,1433428,nao eleito,2,0,1,0.4890029326,2,1,1
2020,1,4312351,MDB,115530,eleito,2,1,0,0.5109970674,2,1,1
2020,1,4315552,PP,792095,eleito,2,1,0,0.642020202,2,1,1
2020,1,4315552,PT,855493,nao eleito,2,0,1,0.357979798,2,1,1
2020,1,1505635,PDT,530670,nao eleito,2,0,1,0.4363636364,2,1,1
2020,1,1505635,MDB,895618,eleito,2,1,0,0.5636363636,2,1,1
2020,1,1707306,PSB,1639076,nao eleito,2,0,1,0.4720056697,2,1,1
2020,1,1707306,PSD,15855,eleito,2,1,0,0.5279943303,2,1,1
2020,1,1713601,DEM,624870,eleito,2,1,0,0.6085238498,2,1,1
2020,1,1713601,PV,274063,nao eleito,2,0,1,0.3914761502,2,1,1
